업체명,업종명,업체주소,데이터기준일
대림국수 동명점,일반한식,광주 동구 제봉로 122,2024-09-15
대명OA,사무 기기,광주 서구 운천로114번길 11-18,2024-09-15
대명의료기,의료 용품,광주 동구 문화전당로 13-1,2024-09-15
대박,일반한식,광주 서구 학생독립로10번길 9,2024-09-15
대박복권,기타음료식품,광주 남구 봉선2로 51,2024-09-15
대박참치,일반한식,광주 광산구 풍영로 93,2024-09-15
대밭,일반한식,광주 동구 지호로 179-10,2024-09-15
대상애드,종합용역,광주 남구 백서로 49-1,2024-09-15
대성떡집,제과점,광주 남구 백운로 77-1,2024-09-15
대성설비,기타용역서비스,광주 북구 용주로30번길 60,2024-09-15
대성약국,약국,광주 동구 구성로 187-2,2024-09-15
대성참기름,기타음료식품,광주 서구 죽봉대로119번길 7,2024-09-15
대성학원매점,기타서적문구,광주 동구 제봉로 92,2024-09-15
대승푸드,농축수산품,광주 서구 매월2로15번길 16,2024-09-15
대신화물택배,화물 운송,광주 서구 매월2로 53,2024-09-15
대연건축,목재-석재-철물,광주 북구 자동차로 52-1,2024-09-15
대영치과재료상사,의료 용품,광주 남구 군분로 57,2024-09-15
대왕뼈해장국,일반한식,광주 남구 군분로 59-1,2024-09-15
대우의료기상사,의료 용품,광주 동구 백서로 136-4,2024-09-15
대웅슈퍼,슈퍼 마켓,광주 남구 덕림남길 35,2024-09-15
대원축산,정 육 점,광주 광산구 용아로 397,2024-09-15
대인수산시장주차B/D,주 차 장,광주 동구 제봉로178번길 11,2024-09-15
대자초점임팩트수학학원,보습학원,광주 북구 동운로213번길 2-1,2024-09-15
대주마트,슈퍼 마켓,광주 서구 상무공원로 92,2024-09-15
대중국밥,일반한식,광주 서구 상무화원로 12,2024-09-15
대창,일반한식,광주 광산구 목련로153번길 85,2024-09-15
대촌떡방앗간,제과점,광주 남구 지석동,2024-09-15
대통령,일반한식,광주 북구 하서로423번길 12,2024-09-15
대풍,화 장 품,광주 동구 구성로 159,2024-09-15
대한냉열기기,기타용역서비스,광주 북구 용두마을길 13,2024-09-15
대한불교조계종증심사,여관/기타숙박업,광주 동구 증심사길 177,2024-09-15
대한외과의원,의원,광주 북구 운암2동,2024-09-15
대한해동검도효천빛여울도장,예체능학원,광주 남구 효천2로 26,2024-09-15
대호직물,기타직물,광주 동구 충장로 27-1,2024-09-15
뉴광주게스트하우스,여관/기타숙박업,광주 북구 서암대로289번길 9,2024-09-15
뉴베리리딩클럽영어전문학원,외국어학원,광주 남구 봉선중앙로 69,2024-09-15
대흥상사,목재-석재-철물,광주 서구 상무오월로3번길 4-13,2024-09-15
더 레이크 풍암,서양음식,광주 서구 풍암신흥로 81,2024-09-15
더 소중한 건강의원,의원,광주 서구 화개1로79번길 7,2024-09-15
더 테이블,제과점,광주 서구 상무평화로 62,2024-09-15
더(the)끌림,미 용 원,광주 광산구 소촌로152번길 5,2024-09-15
더(The)청솔,일반한식,광주 광산구 수완로 160,2024-09-15
더갤러리,정장(남성),광주 북구 비엔날레로93번길 11-1,2024-09-15
더꿈독서실,독서실,광주 광산구 장신로50번길 20-2,2024-09-15
더닝하우스,서양음식,광주 광산구 수완로14번길 3,2024-09-15
더라온키친,스넥,광주 북구 서강로66번길 38,2024-09-15
더리터광주용두점,서양음식,광주 북구 임방울대로 1044,2024-09-15
더메르시,미 용 원,광주 북구 서강로54번길 55,2024-09-15
더바른,기타음료식품,광주 광산구 월계로 117-35,2024-09-15
더벤티,서양음식,광주 남구 효천중앙로 62,2024-09-15
더벤티 광주신가점,서양음식,광주 광산구 수등로 275,2024-09-15
더벤티 상무치평점,서양음식,광주 서구 시청로 7,2024-09-15
더벤티광주운남영천점,서양음식,광주 광산구 사암로340번길 43,2024-09-15
더불어락두부마을협동조합,기타음료식품,광주 광산구 사암로118번길 77-14,2024-09-15
더블에스건설,인테 리어,광주 서구 유림로 55,2024-09-15
더블유네일 (wnail),피부미용실,광주 서구 화정로 259,2024-09-15
더비틀즈,일반한식,광주 남구 봉선중앙로47번길 16,2024-09-15
더샵 스킨앤바디 수완점,피부미용실,광주 광산구 임방울대로 261,2024-09-15
더스킨에스테틱,피부미용실,광주광역시 광산구 선운로 55,2024-09-15
더싸이스터디카페 광주일곡점,사무서비스,광주 북구 일곡마을로 39,2024-09-15
더엣지,정장(남성),광주 서구 월드컵4강로 76-1,2024-09-15
더오름영어학원,외국어학원,광주 북구 북문대로 144,2024-09-15
더원태권도,예체능학원,광주 남구 효천2로 28,2024-09-15
더조은,기타음료식품,광주 동구 중흥로227번길 10,2024-09-15
더조은타이어,자동차시트/타이어,광주 북구 서암대로 292,2024-09-15
더찜,일반한식,광주 동구 구성로152번길 20,2024-09-15
더카페랑,서양음식,광주 북구 무등로218번길 61,2024-09-15
더킹덤 꽃게담다 운천점,일반한식,광주 서구 마륵복개로 149,2024-09-15
더포스학원,보습학원,광주 남구 효천중앙로 62,2024-09-15
더핏 필라테스,헬스 크럽,광주 남구 효우로 81,2024-09-15
더헤어,미 용 원,광주 광산구 첨단중앙로68번길 99,2024-09-15
덕산헤어샵,미 용 원,광주 북구 서방로171번길 3,2024-09-15
덕이네 대구뿔찜,일반한식,광주 북구 대자로 98,2024-09-15
덕흥카페,서양음식,광주 서구 유덕로 148-1,2024-09-15
덤앤덤돼지촌,일반한식,광주 북구 호동로 12-6,2024-09-15
데미안스터디카페,사무서비스,광주 광산구 손재로110번길 21,2024-09-15
데이지,정장(남성),광주 북구 안산로 5,2024-09-15
데일리 카페 진월점,사무서비스,광주 남구 금당로 12-1,2024-09-15
덴트랜드,카인테리어,광주 남구 봉선중앙로 129,2024-09-15
도그도기,미용 재료,광주 북구 일곡택지로 57,2024-09-15
도노일공일(DONO 101),서양음식,광주 광산구 금봉로 101,2024-09-15
도담심리상담센터,사무서비스,광주 남구 회재로1186번길 44,2024-09-15
도도세차장 서광주점,세 차 장,광주 서구 풍서우로 176,2024-09-15
도동나무농원,화원,광주 광산구 송정2동,2024-09-15
도루메,서양음식,광주 광산구 남동길48번길 30,2024-09-15
도미노피자광주송정점,서양음식,광주 광산구 상무대로 305,2024-09-15
도서출판 한걸음더,일반 서적,광주 광산구 임방울대로358번길 20,2024-09-15
도시종묘,비료/농약/사료/종자,광주 남구 회재로 1224-1,2024-09-15
도야짬뽕 첨단점,중국음식,광주 광산구 월계로 217,2024-09-15
도연헤어,미 용 원,광주 광산구 월곡산정로 63,2024-09-15
도움온누리약국,약국,광주 서구 상무대로 1064,2024-09-15
도지펫,애완 동물,광주 서구 상무민주로76번길 9,2024-09-15
도투말패션,정장(남성),광주 동구 충장로 50-2,2024-09-15
독도집 첨단점,일반한식,광주 광산구 임방울대로826번길 30,2024-09-15
독일식미술교육쿤스트,예체능학원,광주 남구 효사랑길 5,2024-09-15
돈가스부부,일반한식,광주 북구 우치로100번길 85,2024-09-15
돈나라,일반한식,광주 서구 운천로184번길 11,2024-09-15
돈본 주식회사,일반한식,광주 남구 서문대로 727-1,2024-09-15
돈천지,일반한식,광주 북구 하서로483번길 8,2024-09-15
돌고개역 뒷집,일반한식,광주 남구 월산로151번길 13,2024-09-15
돌실명품흑돼지,일반한식,광주 북구 설죽로 518-10,2024-09-15
동강문구,문구용 품,광주 북구 서방로 134,2024-09-15
동곡 융복합수소충전소,기타연료,광주 광산구 동곡로 326,2024-09-15
동광주모터스,기타수리서비스,광주 북구 동문대로,2024-09-15
동구지산어린이집(아이행복),유아원,광주 동구 동명로69번길 20,2024-09-15
동그리펫살롱,애완 동물,광주 북구 군왕로 295,2024-09-15
동네주꾸미,일반한식,광주 동구 동계천로 178-1,2024-09-15
동대문엽기떡볶이 광산점,스넥,광주 광산구 수등로 261-17,2024-09-15
동림부동산중개사무소,부동산중개/임대,광주 남구 큰방림길 34,2024-09-15
동림한방허브사우나,사우나,광주 서구 하남대로680번길 2,2024-09-15
동명동별관,일반한식,광주 동구 장동로 23-43,2024-09-15
동명카츠,서양음식,광주 북구 설죽로 569,2024-09-15
동문외과의원,의원,광주 북구 동문대로 191,2024-09-15
동백,서양음식,광주 북구 일곡로 3,2024-09-15
동부식당,일반한식,광주 동구 제봉로82번길 3-1,2024-09-15
동산중기,기계 공구,광주 서구 금호운천길 80-3,2024-09-15
동성,일반한식,광주 북구 송강로35번길 33,2024-09-15
동신오토바이,이륜차판매,광주 북구 동문대로 89,2024-09-15
동아리,주점,광주 광산구 사암로390번길 37,2024-09-15
동아리첨단점,주점,광주 광산구 첨단중앙로68번길 60,2024-09-15
동아종합철물건재,기타건축자재,광주 남구 대남대로 105,2024-09-15
동양마트일곡점,슈퍼 마켓,광주 북구 일곡동,2024-09-15
동양타일,기타건축자재,광주 광산구 운수동,2024-09-15
동원골프존,골프연습장,광주 광산구 장신로50번길 20-3,2024-09-15
동이네,일반한식,광주 서구 상무공원로 112,2024-09-15
동자영어청운수학학원,보습학원,광주 광산구 첨단중앙로116번길 19,2024-09-15
동진퍼니처,일반 가구,광주 광산구 고봉로 209-2,2024-09-15
동천진미국밥,일반한식,광주 서구 천변우하로 383-5,2024-09-15
동해생태탕,일반한식,광주 서구 월드컵4강로42번길 3-29,2024-09-15
댄싱컵,서양음식,광주 광산구 첨단강변로 93,2024-09-15
댕댕,애완 동물,광주 광산구 하남대로261번길 11,2024-09-15
돼지골목길,일반한식,광주 광산구 신창로33번길 17,2024-09-15
돼지야반갑다,일반한식,광주 광산구 광산로 12-1,2024-09-15
돼패한사장,일반한식,광주 광산구 임방울대로826번길 19-19,2024-09-15
두두국밥,일반한식,광주 서구 운천로 131,2024-09-15
두레 골프존,스크린골프,광주 북구 매곡로 40-1,2024-09-15
두레청과117호,농축수산가공품,광주 서구 매월2로 16,2024-09-15
두레청과59번,농축수산가공품,광주 서구 매월2로 16,2024-09-15
두리서 치킨 호프,주점,광주 남구 서문대로 817,2024-09-15
두리헤어센스,미 용 원,광주 북구 삼정로 72,2024-09-15
두번째로맛있는토스트집,스넥,광주 남구 서문대로663번길 6,2024-09-15
두암 제빵소,제과점,광주 북구 삼정로 133,2024-09-15
두암시장김치,기타음료식품,광주 북구 금녕길 23,2024-09-15
두암팔팔 정형외과,의원,광주 북구 밤실로 162,2024-09-15
두피아,미용 재료,광주 남구 대남대로 388,2024-09-15
둥이다육,화원,광주 광산구 고봉로 566,2024-09-15
듀벨라(DewBella),화 장 품,광주 북구 용주로30번길 104-28,2024-09-15
드라이빙 운전면허 광주상무점,기능학원,광주 서구 상무중앙로 43,2024-09-15
드랙,미 용 원,광주 서구 백석길 22-3,2024-09-15
드롭탑광주진월점,서양음식,광주광역시 남구 광복마을길 83,2024-09-15
드림당구클럽,당구장,광주 광산구 사암로106번길 62,2024-09-15
드림설비,기타용역서비스,광주 동구 남문로 592,2024-09-15
드림음악학원,예체능학원,광주 북구 서양로 47-1,2024-09-15
드림푸드,기타음료식품,광주 남구 효천중앙로 52,2024-09-15
득량만,일반한식,광주 북구 동문대로97번길 81,2024-09-15
들꽃향기미용실,미 용 원,광주 서구 풍암순환로 42,2024-09-15
등뼈묵은지찜,일반한식,광주 북구 중외길 32,2024-09-15
디디(DD)치킨,스넥,광주 광산구 목련로394번길 74,2024-09-15
디스커버리,스포츠의류,광주 서구 상무대로 773,2024-09-15
디어그리너,서양음식,광주 광산구 마항6길 14,2024-09-15
디에이치(DH)푸드,일반한식,광주 서구 풍금로 15,2024-09-15
디오로시 컬러,사무서비스,광주 서구 상무대로 894,2024-09-15
디자인,완 구 점,광주 북구 평교로 45,2024-09-15
디자인나눌,사무서비스,광주 북구 첨단과기로176번길 27,2024-09-15
디자인스카이(sky)미술학원,예체능학원,광주 동구 중앙로196번길 15-18,2024-09-15
디자인하우집,인테 리어,광주 남구 대남대로 345,2024-09-15
디제이 식육점,정 육 점,광주 광산구 무진대로231번길 29-9,2024-09-15
디케이(DK)융합문화예술협회,기타잡화,광주 동구 제봉로98번길 3,2024-09-15
디프,종합용역,광주 광산구 장신로 326,2024-09-15
딜리커피 중흥점,서양음식,광주 북구 중흥로 103,2024-09-15
따봉노래연습장,노래방,광주 서구 화정로 245,2024-09-15
딱한잔,일반한식,광주 북구 금호로 42,2024-09-15
땅스부대찌개,기타음료식품,광주 북구 첨단연신로 265,2024-09-15
땅콩시장,농축수산품,광주 광산구 월계로 117-32,2024-09-15
땡큐푸드,스넥,광주 북구 송월로30번길 9,2024-09-15
떡보의하루,제과점,광주 서구 치평로 18,2024-09-15
떡의작품,스넥,광주 광산구 목련로21번길 20,2024-09-15
또또와헤어샵,미 용 원,광주 남구 백운로 64,2024-09-15
또바기수선실,세탁소,광주 서구 상무대로 773,2024-09-15
또헤어,미 용 원,광주 광산구 신가삼효로 30-2,2024-09-15
뚜껑,일반한식,광주 남구 효우2로26번길 10,2024-09-15
뚜레쥬르 광주터미널점,제과점,광주 서구 무진대로 904,2024-09-15
뚜벅이맛집 상무점,일반한식,광주 서구 상무공원로 112,2024-09-15
뚠뚠돼지김치찌개 송정점,일반한식,광주 광산구 송정로8번길 36,2024-09-15
뚱이식당,일반한식,광주 북구 동문대로248번길 39,2024-09-15
뜰아래,일반한식,광주 광산구 광산로 33-4,2024-09-15
라 비에 스튜디오,사진관,광주 북구 서강로 59,2024-09-15
라도헤어 수완점,미 용 원,광주 광산구 임방울대로 348,2024-09-15
라라금밥,스넥,광주 북구 첨단연신로108번길 149,2024-09-15
라라소곱창,일반한식,광주 광산구 수등로 211,2024-09-15
라렌느(LA REINE),정장(남성),광주 북구 하서로 477,2024-09-15
라바트헤어,미 용 원,광주 광산구 마항5길 3,2024-09-15
라보떼뷰티,피부미용실,광주 광산구 장신로19번안길 29-3,2024-09-15
라비엘라 광주본점,스포츠레져용품,광주 남구 천변좌로 380,2024-09-15
라싸니하오북구용두점,중국음식,광주 북구 하서로 442-8,2024-09-15
